contraction,expansion
lur,bro
lurd,bro
mamen,bro
mburuh,buruh
makmak,emak emak
lifestyle,gaya hidup
mbrot,gembrot
kuduu,harus
kudune,harusnya
lntolerans,intoleran
mbut,jembut
ktp,kartu tanda penduduk
ksihan,kasihan
kta2,kata kata
kwin,kawin
kwn,kawin
kslian,keaslian
leutik,kecil
maren,kemarin
kunaon,kenapa
kvld,keren
kthuan,ketahuan
ktawa2,ketawa ketawa
ktka,ketika
ktimbang,ketimbang
ktua,ketua
ktw,ketua
kturunan,keturunan
kuatirkan,khawatirkan
kyai,kiai
kuhap,kitab undang undang hukum pidana
kualisi,koalisi
kumunis,komunis
ktt,konferensi tingkat tinggi
kttislamwasatiyyah,konferensi tingkat tinggi islam wasatiyyah
kttulama2018,konferensi tingkat tinggi ulama 2018
kttulamadunia,konferensi tingkat tinggi ulama dunia
kwi,konferensi waligereja indonesia
kualalumpur,kuala lumpur
kualiti,kualitas
kwalitasnya,kualitasnya
luartal,kuartal
kuatkuasakan,kuat kuasakan
kucarkacir,kucar kacir
kuching,kucing
kucin,kucing
kucink,kucing
kuclukk,kucluk
kuisbigbangmtvn,kuis big bang mtvn
kuismingguanguesehat,kuis mingguan gue sehat
kultwit,kuliah lewat twitter
kultum,kuliah tujuh menit
kuliaham,kuliahan
kulumin,kulumkan
kumparannews,kumparan news
kumpulin,kumpulkan
kumulativ,kumulatif
kuncixa,kuncinya
kurg,kurang
kurang2in,kurang kurangi
kuper,kurang pergaulan
kuerban,kurban
kursus2,kursus kursus
kuyaa,kuya
kwetiauw,kwetiau
kylaaya,kyla aya
label2,label label
labuhanbatu,labuhan batu
lads,lady
lage,lagi
lge,lagi
lagideh,lagi deh
lgkrn,lagi karena
lagi2,lagi lagi
lagipula,lagi pula
lgian,lagian
laah,lah
laahh,lah
lahanjir,lah anjir
lahsi,lah sih
lair,lahir
lahirin,lahirkan
laenn,lain
lainn,lain
liyo,lain
lain2,lain lain
lainnyaÃ¢,lainnya
laktatullah,laknatullah
laluchatgakdibalass,lalu chat enggak dibalas
lalin,lalu lintas
lame,lama
lamalama,lama lama
lamany,lamanya
lancau,lancar
lngkh,langkah
langkah2,langkah langkah
langs,langsung
langsng,langsung
langsug,langsung
langsuh,langsung
lsng,langsung
lsung,langsung
lanju,lanjut
lanjot,lanjut
lansia,lanjut usia
lanjjutkan,lanjutkan
lanjutken,lanjutkan
lpngan,lapangan
laperr,lapar
lapor2,lapor lapor
lhkpn,laporan harta kekayaan penyelenggara negara
laporin,laporkan
latepost24feb,latepost 24 februari
lawr,law
lawaq,lawak
lwn,lawan
lawangsewu,lawang sewu
layang2,layang layang
layanin,layani
layuu,layu
labah,lebah
lebaranpresidenbaru,lebaran presiden baru
lebaranya,lebarannya
labih,lebih
lebi,lebih
lebiihh,lebih
lebihdaripadapolitik,lebih daripada politik
lecehin,lecehkan
langend,legend
lejen,legend
legeslatif,legislatif
legitt,legit
lalaki,lelaki
leluhur2,leluhur leluhur
lemabaga,lembaga
lebaga,lembaga
lbhjakarta,lembaga bantuan hukum jakarta
lipi,lembaga ilmu pengetahuan indonesia
lipia,lembaga ilmu pengetahuan islam dan arab
lkkn,lembaga kajian keuangan nasional
lkpi,lembaga kajian pemilu indonesia
lkpp,lembaga kebijakan pengadaan barang jasa pemerintah
lembaga2,lembaga lembaga
lapas,lembaga pemasyarakatan
lpssahabatnasabah,lembaga penjamin simpanan sahabat nasabah
lsm,lembaga swadaya masyarakat
lemparlemang,lempang lemang
lempar2,lempar lempar
lempar2in,lempar lempari
lemparin,lemparkan
lengkapin,lengkapi
lengkoas,lengkuas
lengerkan,lengserkan
lengeserkan,lengserkan
lepasni,lepas nih
letjen,letnan jenderal
lwat,lewat
lewatÃ¢Â dprd,lewat dewan perwakilan rakyat daerah
leyeh2,leyeh leyeh
lgnpolos,lgn polos
lgnpolos135k,lgn polos
liabiliti,liability
liberalkocak,liberal kocak
liberation,liberalisasi
liberalism,liberalisme
ligaindonesiabandung,liga indonesia bandung
lrt,light rail transit
liatbudek,lihat budek
liatkan,lihatkan
liatny,lihatnya
liatnye,lihatnya
likhok,likok
liku2kehidupan,liku liku kehidupan
lindes,lindas
lingserwengi,lingsir wengi
linimasa,lini masa
links,link
liputan6sctv,liputan 6 sctv
lhoh,lo
logh,lo
lowh,lo
lombatari,loba tari
lobby,lobi
logic,logika
logik,logika
logika2,logika logika
local,lokal
lokalhangat,lokal hangat
lokalhot,lokal hot
loll,lol
loloas,lolos
lombaketerampilansiswa,lomba keterampilan siswa
loncengbuatsambarcu,lonceng buat sambar cuitan orang
loncengbuatsambarcuitanorang,lonceng buat sambar cuitan orang
longrep,long reply
lou,loud
lov,love
lbp,low back pain
loker,lowongan kerja
loee,lu
luuh,lu
luarr,luar
luarbinasa,luar binasa
luculucuan,lucu lucuan
lihut,luhut
lunaa,luna
lupabolehngawurjangan,lupa boleh ngawur jangan
luth,lut
lutim,luwu timur
mcam,macam
macete,macetnya
masdie,maddie
madepmantebmanetep,madep mantep manetep
madiuntoday,madiun today
mapia,mafia
mafia2,mafia mafia
maah,mah
mahal2,mahal mahal
mahassiswa,mahasiswa
maba,mahasiswa baru
mahatir,mahathir
mahbob,mahbub
mayong,mahyong
maenin,mainkan
maenkan,mainkan
mainin,mainkan
maennya,mainnya
mainya,mainnya
majelisilmu,majelis ilmu
majelistaklim,majelis taklim
majikanya,majikannya
majuo,maju
majuakuakulturkita,maju akuakultur kita
maju2cuma,maju maju cuma
maa,mak
makan2,makan makan
makanan2,makanan makanan
makananya,makanannya
makane,makanya
makax,makanya
mangkannya,makanya
mangkanye,makanya
makasar,makassar
maqbul,makbul
macik,makcik
mahluq,makhluk
mahluk2,makhluk makhluk
makhluk2,makhluk makhluk
maki2,maki maki
maklumin,maklumkan
maximal,maksimal
maksudkn,maksudkan
maksudnyaa,maksudnya
maksufnya,maksudnya
maksutnya,maksudnya
mall,mal
maljum,malam jumat
malaisia,malaysia
malaysiabaharu,malaysia baru
malaysiamemilih,malaysia memilih
maletrip,male trip
maling2,maling maling
malu2,malu malu
malukuhebat,maluku hebat
malukuutara,maluku utara
mamih,mama
mahmuda,mama muda
mahmudah,mama muda
mamputetapi,mampu tetapi
mampos,mampus
mampuss,mampus
mampuuss,mampus
mampuy,mampus
manaÃ°,mana
manatuh,mana itu
mana2,mana mana
manash,mana sih
management,manajemen
mbs,manajemen berbasis sekolah
manager,manajer
managernyapun,manajernyapun
manapn,manapun
mck,mandi cuci kakus
madnor,mandor
manfaatin,manfaatkan
mangkrakin,mangkrakan
maniax,maniak
manifestobn,manifesto barisan nasional
manis2nya,manis manisnya
manjaa,manja
mantan2nya,mantan mantannya
mantaapp,mantap
mantaf,mantap
mantapks,mantap
mantebh,mantap
mantabkan,mantapkan
manhos,manthous
mantrakerta,mantra kerta
manusie,manusia
manusya2,manusia manusia
mapinfo,map info
marahin,marahi
marbot,marbut
mardanikelimpungan,mardani kelimpungan
marhain,marhaen
mariberteman,mari berteman
marianusemi,marianu semi
mabes,markas besar
mapolrestabes,markas kepolisian resor kota besar
mako,markas komando
marketupdate,market update
maz,mas
mas2,mas mas
mase,masa
masela,masa
masadepaan,masa depan
masalalunya,masa lalunya
macak,masak
masalh,masalah
masalah2nya,masalah masalahnya
masup,mashup
maaih,masih
mash,masih
masihÃ¢Â minim,masih minim
masdjid,masjid
masjid2,masjid masjid
masnyaahh,masnya
massageboy,massage boy
masu,masuk
masuk2,masuk masuk
masukim,masukan
masukkan,masukan
masukulah,masuklah
massya,masya
mashaallah,masyaallah
masaikh,masyaikh
masjarakat,masyarakat
masy,masyarakat
masyrakat,masyarakat
mea,masyarakat ekonomi asean
mata2,mata mata
matanajwa,mata najwa
matanajwadebatjakarta,mata najwa debat jakarta
mapel,mata pelajaran
matapelajaran,mata pelajaran
matalu,matamu
matane,matanya
matrial,material
mati2an,mati matian
maok,mau
mauk,mau
mauyang,mau yang
mawaslahdirisebelumbertindak,mawaslah diri sebelum bertindak
maxx,max
mayday2018,mayday 2018
maijen,mayjen
mayjen,mayor jenderal
majority,mayoritas
mayorita,mayoritas
mbaku,mbakku
mbaknyah,mbaknya
mbangunjatengmuktibareng,mbangun jateng mukti bareng
mcd,mc donalds
mediaindonesia,media indonesia
media2,media media
mcu,medical check up
maininnya,memainkannya
makanin,memakan
makiin,memaki
maluiin,memalukan
manggil2,memanggil manggil
manggilnya,memanggilnya
mangku,memangku
manjangin,memanjangkan
masang,memasang
mastiin,memastikan
mateni,mematikan
mbaca,membaca
mbangun,membangun
mbantu,membantu
mbatin,membatin
mambiadabkan,membiadabkan
m3nang,menang
mdatangkan,mendatangkan
medekati,mendekati
marit,menikah
manjadi,menjadi
manurun,menurun
medeka,merdeka
mecin,micin
mangondow,mongondow
manufikun,munafik
lmusikindonesiajuara,musik indonesia juara
mca,muslim cyber army
mbml,my bos my love
lider,pemimpin
leadny,pemimpinnya
linmas,perlindungan masyarakat
maken,semakin
lepastu,setelah itu
mbelek,tai
makaih,terima kasih
ktipu,tertipu
kw3,tiruan ketiga
matlam,tujuan
matlamat,tujuan
kwkwkw,wkwk
kwkwkwkkw,wkwk
kwkwkwkw,wkwk
kwkwkwkwk,wkwk
kwkwkwkwkw,wkwk
kwwkwkwkwkwkwkwkkw,wkwk
medsosan,bermedia sosial
meneh,lagi
mejik,magic
mekah,makkah
mekkah,makkah
mee,me
medsos,media sosial
mefsod,media sosial
medsos2,media sosial media sosial
medsosnya,media sosialnya
megap2,megap megap
megawatu,megawati
meikerta,meikarta
meikartagate,meikarta gate
melaks,melaksanakan
melaksakan,melaksanakan
melaui,melalui
melampau2,melampau lampau
melecekan,melecehkan
meleduk,meledak
meledakan,meledakkan
melwati,melewati
melipiirr,melipir
meluluk,melulu
meluruskn,meluruskan
memaikan,memainkan
memaksan,memaksakan
memkasakan,memaksakan
menalukan,memalukan
membangunkankan,membangunkan
membata,membatalkan
membatalan,membatalkan
membentukÃ¢,membentuk
memberikab,memberikan
membrikan,memberikan
memeberikan,memberikan
memberitau,memberitahu
membleh,memble
memblow,memble
membikin,membuat
membukat,membuka
memerdulikan,memedulikan
memperdulikan,memedulikan
meki,memek
memekin,memek
mememk,memek
memekbasah,memek basah
memekbece,memek becek
memekbecek,memek becek
memekjanda,memek janda
memekmerah,memek merah
mencarin,memencarkan
mempercayai,memercayai
memperkosa,memerkosa
mempesona,memesona
memfitna,memfitnah
memelih,memilih
memil,memilih
meminta2,meminta minta
mempolisikan,memolisikan
memory,memori
memposisikan,memosisikan
memperbaikin,memperbaiki
mempergunaakan,mempergunakan
memerhati,memperhatikan
mempermain,mempermainkan
mempersoal,mempersoalkan
mempraktekannya,mempraktikannya
mempublikasikan,memublikasikan
memuja2,memuja muja
memuji2,memuji muji
menafikkan,menafikan
menafairkan,menafsirkan
menaikan,menaikkan
menakut2i,menakut nakuti
menampakan,menampakkan
menasihat,menasihati
mencak2,mencak mencak
mencalon,mencalonkan
mencintaikaryaanakbangsa,mencintai karya anak bangsa
mendadakkalap,mendadak kalap
mendsr,mendasar
memmboost,mendorong
menegakan,menegakkan
menelfon,menelepon
menarapkan,menerapkan
memg,meng
mengadobsi,mengadopsi
megecam,mengecam
memengusir,mengusir
menayukuri,mensyukuri
menag,menteri agama
menagama,menteri agama
mendagri,menteri dalam negeri
mendikbud,menteri pendidikan dan kebudayaan
mendag,menteri perdagangan
menaker,menteri tenaga kerja
memetwit,mentwit
megangin,memegang
jablay,pelacur
bispak,bisa pakai
bisyar,bisa bayar
pecun,pelacur
coli,onani
sepong,oral
pejuh,sperma
jil,jaringan islam liberal
ahoker,pendukung ahok
jokower,pendukung jokowi
prabowoer,pendukung prabowo
jbjb,ikut nimbrung
jjb,jalan-jalan bareng
nyinyir,mencela
rlp,roleplay
rl,real life
kntul,penis
sontoloyo,kacau
sarap,gila
gurem,kecil
kaco,kacau
kacaoooooo,kacau
kacrut,kacau
kadalin,bohongi
kajakajakajaka,tertawa
kalabong,cebong
kali2,kali-kali
kalia,kalian
kalur,kabur
kantoi,ketahuan
kantokan,ketahuan
kapling,kavling
kasing,kasih
kate,kata
kebaca,terbaca
kebelet,ingin sekali
kebo,kerbau
keboongannya,kebohongannya
keciri,terlihat
keder,takut
kejem,kejam
kejer,kejar
kelaut,ke laut
kelonjotan,kejang
kelopotan,kejang
kenak,kena
kepanasan,marah
kepepet,terdesak
kepruk,pukul
keridit,kredit
kerasa,terasa
kesenget,tersengat
kesini,ke sini
keteteran,kewalahan
ketimbang,dibandingkan
khabisan,kehabisan
klt,kulit
kma,ke mana
kmne,ke mana
kononnya,konon
korong,kotoran hidung
kowi,jokowi
kr,kira
ksatria,kesatria
ktk,ketika
ktrim,kirim
ktu,ketika
kucluk,bodoh
kudunye,harusnya
kumat,kambuh
kuping,telinga
kwk,tertawa
kyo,kayak
bodong,palsu
dekil,kotor
sableng,gila
nyatut,mencatut
clometan,asal bicara
gedenya,besarnya
preman,perusuh
dikapir2in,dikafir-kafirkan
cengengesan,tertawa
secuil,sedikit
beruk,monyet
cangkem,mulut
nyap-nyap,marah-marah
nangkring,berada
jajakin,menjajakan
kentean,kehabisan
ngomel,marah
ngelunjak,kurang ajar
nyaut,menjawab
mleset,meleset
ngedumel,menggerutu
nyurep,melihat
ngebid,menawar
ngelamar,melamar
aslinya,sebenarnya
tau-tau,tiba-tiba
mula-mula,awalnya
hari-hari,setiap hari
mana-mana,dimana-mana
apa-apa,segala sesuatu
siapa-siapa,siapapun
kapan-kapan,lain waktu
tambah-tambah,semakin
sama-sama,bersama
pelan-pelan,perlahan
baut,buat
odong2,mainan
telanjangin,telanjangi
bonyok,babak belur
bol,dubur
gembrut,gendut
mami,ibu
pepo,ayah
memo,ibu
omfong,ompong
wisa,bisa
fisa,bisa
ngingit,menggigit
keseret,terseret
kasusny,kasusnya
corah,cara
saban,setiap
pembangkitt,pembangkit
gimanasih,bagaimana sih
bhentiin,hentikan
hahahihi,tertawa
uber,kejar
kepsen,caption
insfrastruktur,infrastruktur
pakpres,presiden
banned,blokir
pites,tekan
ambisisus,ambisius
nyelam,selam
akhy,saudara laki-laki
fullus,uang
dobol,bohong
nandatanganin,menandatangani
nuruti,menuruti
ngelu,pusing
ngendap,mengendap
nyedot,menyedot
niles,menelan
ngerepost,mengunggah ulang
nyaloin,mencalonkan
ngerujuk,merujuk
nyadarin,menyadari
nyembunyiin,menyembunyikan
nanam,menanam
nelfon2,menelepon-telepon
ngedatangi,mendatangi
ngasihtau,memberitahu
ngomyang,bicara
ngedenge,mendengar
ngedengar,mendengar
ngeremes,meremas
nyosor,mendekat
nyapuin,menyapu
nyanyi,bernyanyi
nyangkem,mulut
nyalip,menyalip
knplo,kenapa kamu
krnlo,karena kamu
akunlo,akun kamu
biarlo,biar kamu
gaktau,tidak tahu
gamasalah,tidak masalah
gakperlu,tidak perlu
gapantes,tidak pantas
gangaruh,tidak pengaruh
gamudah,tidak mudah
udahgak,sudah tidak
udhgak,sudah tidak
lagigak,lagi tidak
ngusir,mengusir
nyaho,tahu
nyium,mencium
taunya,tahunya
bukannnya,bukannya
rejim,rezim
tuak,tuh
atuh,sih
nyabu,memakai sabu
nampol,memukul
nendang,menendang
nyelamatkan,menyelamatkan
gakda,tidak ada
gkada,tidak ada
gakada,tidak ada
nggakda,tidak ada
gatauh,tidak tahu
gaktauh,tidak tahu
gabisaa,tidak bisa
gkbisa,tidak bisa
dak,tidak
nggakakan,tidak akan
gakakan,tidak akan
gaakan,tidak akan
ndakada,tidak ada
gaad,tidak ada
gatahu,tidak tahu
gakpaham,tidak paham
ganyambung,tidak nyambung
gaknyambung,tidak nyambung
sebenerny,sebenarnya
kayakny,sepertinya
mangkanya,makanya
at,saat
bisanya,hanya bisa
ngasitau,memberitahu
kenapasih,kenapa sih
ngeluh2,mengeluh-mengeluh
ngancem2,mengancam-mengancam
aslik,asli
paka,pakai
pak,bapak
marent,kemarin
maren2,kemarin-kemarin
ngedenger,mendengar
nyungsep,jatuh
kitabny,kitabnya
nyalib,menyalib
umatny,umatnya
dieluelukan,dielu-elukan
mengikari,mengingkari
ustadnya,ustadznya
bodooh,bodoh
kyie,kiai
borozzz,boros
walkotnya,wali kotanya
pakeknya,pakainya
dikasih,diberi
ndaaa,tidak
nuzul,turunnya
ketauhan,ketahuan
mensejahterakan,menyejahterakan
anjink,anjing
nyalon,mencalonkan
dibandingin,dibandingkan
balikan,kembali pacaran
kalianampe,kalian sampai
prabowers,pendukung prabowo
pusing2,pusing-pusing
ngelonin,menemani tidur
ngemall,ke mal
ngegym,olahraga
ngereview,mengulas
ngereport,melaporkan
ngetest,menguji
ngedeclared,menyatakan
ngejalanin,menjalani
ngeberesin,membereskan
nyet-nyet,monyet-monyet
ngaku-ngaku,mengaku-ngaku
nyindir-nyindir,menyindir-nyindir
teriak-teriak,berteriak-teriak
nyanyi-nyanyi,bernyanyi-nyanyi
ngamuk-ngamuk,mengamuk-ngamuk
nipu-nipu,menipu-menipu
bantu-bantu,membantu-membantu
minta-minta,meminta-meminta
bagi-bagi,membagi-bagi
nyolong-nyolong,mencuri-mencuri
ngutang-ngutang,berhutang-hutang
ngejek-ngejek,mengejek-mengejek
ngadu-ngadu,mengadu-mengadu
nyerang-nyerang,menyerang-menyerang
ndasmu,kepalamu
cangkemu,mulutmu
utekmu,otakmu
asumu,anjingmu
bos2,bos-bos
mentri2,menteri-menteri
pejabat2,pejabat-pejabat
ormas2,ormas-ormas
kyai2,kiai-kiai
pendemo2,pendemo-pendemo
petani2,petani-petani
warga2,warga-warga
rakyat2,rakyat-rakyat
tka2,tka-tka
tki2,tki-tki
bule2,bule-bule
aseng2,aseng-aseng
koruptor2,koruptor-koruptor
pencuri2,pencuri-pencuri
rampok2,perampok-perampok
teroris2,teroris-teroris
bom2,bom-bom
senjata2,senjata-senjata
hoax2,hoax-hoax
fitnah2,fitnah-fitnah
politik2,politik-politik
budaya2,budaya-budaya
sosial2,sosial-sosial
ekonomi2,ekonomi-ekonomi
hukum2,hukum-hukum
aturan2,aturan-aturan
hasil2,hasil-hasil
kalimat2,kalimat-kalimat
ucapan2,ucapan-ucapan
ngetwit2,ngetwit-ngetwit
nyanyi2,bernyanyi-nyanyi
nonton2,menonton-menonton
minum2,minum-minum
tidur2,tidur-tidur
pergi2,pergi-pergi
datang2,datang-datang
naik2,naik-naik
lompat2,melompat-lompat
pukul2,memukul-memukul
tendang2,menendang-menendang
tangkap2,menangkap-menangkap
lepas2,melepas-melepas
kasih2,mengasih-mengasih
bikin2,membikin-membikin
tolong2,menolong-menolong
lawan2,melawan-melawan
benci2,membenci-membenci
cinta2,mencinta-mencinta
sedih2,bersedih-bersedih
percaya2,memercaya-memercaya
bohong2,membohong-membohong
salah2,menyalah-menyalah
buruk2,memburuk-memburuk
besar2,membesar-membesar
kecil2,mengecil-mengecil
tinggi2,meninggi-meninggi
rendah2,merendah-merendah
panjang2,memanjang-memanjang
pendek2,memendek-memendek
dekat2,mendekat-mendekat
bentar2,sebentar-sebentar
lambat2,melambat-melambat
muda2,memuda-memuda
kuat2,menguat-menguat
lemah2,melemah-melemah
hidup2,menghidup-menghidup
mati2,memati-memati
bersih2,membersih-membersih
kotor2,mengotor-mengotor
bahaya2,membahaya-membahaya
nyaman2,menyamaman-menyamaman
sulit2,menyulit-menyulit
palsu2,memalsu-memalsu
mimpi2,memimpi-memimpi
pribadi2,memribadi-memribadi
umum2,mengumum-mengumum
tetangga2,tetangga-tetangga
penduduk2,penduduk-penduduk
situs2,situs-situs
web2,web-web
apps2,apps-apps
video2,video-video
link2,link-link
tag2,tag-tag
hashtag2,hashtag-hashtag
kaos2,kaos-kaos
topi2,topi-topi
tas2,tas-tas
sepatu2,sepatu-sepatu
motor2,motor-motor
mobil2,mobil-mobil
pesawat2,pesawat-pesawat
kereta2,kereta-kereta
bus2,bus-bus
tol2,tol-tol
jembatan2,jembatan-jembatan
bangunan2,bangunan-bangunan
gedung2,gedung-gedung
kantor2,kantor-kantor
pabrik2,pabrik-pabrik
tambang2,tambang-tambang
lahan2,lahan-lahan
sawah2,sawah-sawah
kebun2,kebun-kebun
hutan2,hutan-hutan
dunia2,dunia-dunia
zaman2,zaman-zaman
waktu2,waktu-waktu
minggu2,minggu-minggu
bulan2,bulan-bulan
masalah2,masalah-masalah
solusi2,solusi-solusi
rencana2,rencana-rencana
kerja2,kerja-kerja
acara2,acara-acara
pertunjukan2,pertunjukan-pertunjukan
festival2,festival-festival
lomba2,lomba-lomba
ujian2,ujian-ujian
pendidikan2,pendidikan-pendidikan
kampus2,kampus-kampus
universitas2,universitas-universitas
mahasiswa2,mahasiswa-mahasiswa
guru2,guru-guru
dosen2,dosen-dosen
pimpinan2,pimpinan-pimpinan
penguasa2,penguasa-penguasa
presiden2,presiden-presiden
wakil2,wakil-wakil
hewan2,hewan-hewan
tuhan2,tuhan-tuhan
malaikat2,malaikat-malaikat
nabi2,nabi-nabi
umat2,umat-umat
kepercayaan2,kepercayaan-kepercayaan
aliran2,aliran-aliran
paham2,paham-paham
ideologi2,ideologi-ideologi
organisasi2,organisasi-organisasi
kelompok2,kelompok-kelompok
golongan2,golongan-golongan
pihak2,pihak-pihak
orang2nya,orang-orangnya
pemimpin2nya,pemimpin-pemimpinnya
penguasa2nya,penguasa-penguasanya
pejabat2nya,pejabat-pejabatnya
wakil2nya,wakil-wakilnya
rakyat2nya,rakyat-rakyatnya
bangsa2nya,bangsa-bangsanya
negara2nya,negara-negaranya
orang2an,orang-orangan
binatang2an,binatang-binatangan
mainan2an,mainan-mainanan
iseng2an,iseng-isengan
bohong2an,bohong-bohongan
palsu2an,palsu-palsuan
pura2an,pura-puraan
nyanyi2an,nyanyi-nyanyian
ngomong2an,ngomong-ngomongan
main2an,main-mainan
bantu2an,bantu-bantuan
tolong2an,tolong-tolongan
dukung2an,dukung-dukungan
lawan2an,lawan-lawanan
benci2an,benci-bencian
cinta2an,cinta-cintaan
suka2an,suka-sukaan
senang2an,senang-senangan
sedih2an,sedih-sedihan
takut2an,takut-takutan
berani2an,berani-beranian
percaya2an,percaya-percayaan
jujur2an,jujur-jujuran
salah2an,salah-salahan
benar2an,benar-benaran
baik2an,baik-baikan
buruk2an,buruk-burukan
kecil2an,kecil-kecilan
tinggi2an,tinggi-tinggian
rendah2an,rendah-rendahan
panjang2an,panjang-panjangan
pendek2an,pendek-pendekan
jauh2an,jauh-jauhan
dekat2an,dekat-dekatan
lama2an,lama-lamaan
bentar2an,sebentar-sebentaran
cepat2an,cepat-cepatan
lambat2an,lambat-lambatan
muda2an,muda-mudaan
tua2an,tua-tuaan
kuat2an,kuat-kuatan
lemah2an,lemah-lemahan
sehat2an,sehat-sehatan
sakit2an,sakit-sakitan
hidup2an,hidup-hidupan
bersih2an,bersih-bersihan
kotor2an,kotor-kotoran
aman2an,aman-amanan
bahaya2an,bahaya-bahayaan
nyaman2an,nyaman-nyamanan
sulit2an,sulit-sulitan
nyata2an,nyata-nyataan
mimpi2an,mimpi-mimpian
pribadi2an,pribadi-pribadian
umum2an,umum-umumuan
saudara2an,saudara-saudaraan
tetangga2an,tetangga-tetanggaan
warga2an,warga-wargaan
penduduk2an,penduduk-pendudukan
akun2an,akun-akunan
situs2an,situs-situsan
web2an,web-weban
apps2an,apps-appsan
video2an,video-videoan
foto2an,foto-fotoan
gambar2an,gambar-gambaran
link2an,link-linkan
tag2an,tag-tagan
hashtag2an,hashtag-hashtagan
kaos2an,kaos-kaosan
baju2an,baju-bajuan
topi2an,topi-topian
tas2an,tas-tasan
sepatu2an,sepatu-sepatuan
motor2an,motor-motoran
mobil2an,mobil-mobilan
pesawat2an,pesawat-pesawatan
kapal2an,kapal-kapalan
kereta2an,kereta-keretaan
bus2an,bus-busan
jalan2an,jalan-jalanan
tol2an,tol-tolan
jembatan2an,jembatan-jembatanan
bangunan2an,bangunan-bangunanan
gedung2an,gedung-gedungan
rumah2an,rumah-rumahan
kantor2an,kantor-kantoran
pabrik2an,pabrik-pabrikan
tambang2an,tambang-tambangan
lahan2an,lahan-lahanan
sawah2an,sawah-sawahan
kebun2an,kebun-kebunan
hutan2an,hutan-hutanan
pulau2an,pulau-pulauan
negara2an,negara-negaraan
dunia2an,dunia-duniaan
zaman2an,zaman-zamanan
masa2an,masa-masaan
waktu2an,waktu-waktuan
hari2an,hari-harian
minggu2an,minggu-mingguan
bulan2an,bulan-bulanan
tahun2an,tahun-tahunan
kali2an,kali-kalian
macam2an,macam-macaman
jenis2an,jenis-jenisan
cara2an,cara-caraan
hal2an,hal-halan
masalah2an,masalah-masalahan
solusi2an,solusi-solusian
program2an,program-programan
rencana2an,rencana-rencanaan
tugas2an,tugas-tugasan
kerja2an,kerja-kerjaan
kegiatan2an,kegiatan-kegiatanan
acara2an,acara-acaraan
pertunjukan2an,pertunjukan-pertunjukanan
festival2an,festival-festivalan
lomba2an,lomba-lombaan
ujian2an,ujian-ujianan
pelajaran2an,pelajaran-pelajaranan
pendidikan2an,pendidikan-pendidikanan
sekolah2an,sekolah-sekolahan
kampus2an,kampus-kampusan
universitas2an,universitas-universitasan
mahasiswa2an,mahasiswa-mahasiswaan
guru2an,guru-guruan
dosen2an,dosen-dosenan
pimpinan2an,pimpinan-pimpinanan
penguasa2an,penguasa-penguasaan
pemimpin2an,pemimpin-pemimpinan
presiden2an,presiden-presidenan
menteri2an,menteri-menterian
pejabat2an,pejabat-pejabatan
wakil2an,wakil-wakilan
rakyat2an,rakyat-rakyataan
bangsa2an,bangsa-bangsaan
manusia2an,manusia-manusiaan
makhluk2an,makhluk-makhlukan
hewan2an,hewan-hewanan
tuhan2an,tuhan-tuhanan
malaikat2an,malaikat-malaikatan
nabi2an,nabi-nabian
umat2an,umat-umatan
agama2an,agama-agamaan
kepercayaan2an,kepercayaan-kepercayaanan
aliran2an,aliran-aliranan
paham2an,paham-pahaman
ideologi2an,ideologi-ideologian
partai2an,partai-partaian
organisasi2an,organisasi-organisasian
kelompok2an,kelompok-kelompokan
golongan2an,golongan-golonganan
pihak2an,pihak-pihakan
naudzubillah,semoga dijauhkan
astaghfirullah,astaga
syukron,terima kasih
afwan,maaf
picek,buta
blangsak,miskin
kirik,anjing
pebinor,pencuri bini orang
nyonyah,nyonya
mulu,melulu
marenn,kemarin
taunye,tahunya
sebenernye,sebenarnya
kayaknye,sepertinya
kelihatannye,kelihatannya
rasanye,rasanya
namanye,rasanya
caranye,caranya
maksudnye,maksudnya
artinye,artinya
kadrun,kadal gurun
buzerr,buzzer
post,kiriman
retweet,cuit ulang
daring,online
luring,offline
cas,isi daya
asmat,asal amati
gaple,main kartu
nyampai,sampai
nyiduk,menangkap
nyomot,mengambil
anjinggg,anjing
bangsattt,bangsat
keparattt,keparat
brengsektt,brengsek
bajingannn,bajingan
bejatt,bejat
mbelatung,belatung
mampusin,matikan
mampus,mati
modar,mati
mate,mati
congean,budeg
gemblung,gila
bahlul,bodoh
nyarter,menyewa
nyapnyap,marah-marah
nyatanye,nyatanya
charger,pengisi daya
apotek,apotik
klinik,balai pengobatan
asuransi,jaminan
as,amerika
jend,jenderal
aiptu,ajun inspektur
plt,pelaksana tugas
kades,kepala desa
tahfiz,penghafal
hafiz,penghafal
romo,pastor
ham,hak asasi
kkn,korupsi
sara,rasialisme
belek,kotoran mata
dirumah,di rumah
tll,terlalu
ptng,penting
mnggu,minggu
tmt,tempat
klrg,keluarga
ssil,sosial
ekon,ekonomi
kdlm,keadilan
kwjbn,kewajiban
atrn,aturan
slsi,solusi
prgrm,program
fkt,fakta
bkt,bukti
klmt,kalimat
trn,turun
lmpt,lompat
tndng,tendang
tngkp,tangkap
lps,lepas
ambl,ambil
dkng,dukung
cnt,cinta
snng,senang
tkt,takut
bhng,bohong
jjr,jujur
brk,buruk
